station,date,tavg,depart,dewpoint,wetbulb,heat,cool,preciptotal,resultspeed,avgspeed,year,mth,weekofyear,darkhours,humidity,tavg_7,depart_7,dewpoint_7,wetbulb_7,heat_7,cool_7,preciptotal_7,resultspeed_7,avgspeed_7,humidity_7,darkhours_7,tavg_10,depart_10,dewpoint_10,wetbulb_10,heat_10,cool_10,preciptotal_10,resultspeed_10,avgspeed_10,humidity_10,darkhours_10
2,2010-08-05,76.0,22.5,62,67.0,0.0,11.0,0.0,9.5,9.8,2010,8,31,9.42,61.11111111111113,76.28571428571429,14.428571428571429,67.71428571428571,70.85714285714286,0.0,11.285714285714286,0.42999999999999966,5.4428571428571315,6.12857142857144,76.19047619047635,9.394285714285703,76.1,12.85,67.0,70.2,0.0,11.1,0.3009999999999998,4.899999999999991,5.7699999999999845,74.7222222222223,9.379999999999882
1,2010-08-06,73.0,0.0,59,64.0,0.0,8.0,0.0,6.3,6.5,2010,8,31,9.44,61.111111111111114,75.71428571428571,11.071428571428571,66.71428571428571,70.0,0.0,10.714285714285714,0.4185714285714282,5.5714285714285605,6.171428571428582,75.00000000000014,9.405714285714273,75.8,12.55,66.4,69.8,0.0,10.8,0.3009999999999998,5.28999999999999,6.009999999999985,73.88888888888896,9.389999999999882
2,2010-08-06,73.0,19.5,58,64.0,0.0,8.0,0.0,5.9,6.3,2010,8,31,9.44,58.33333333333334,75.28571428571429,13.428571428571429,64.85714285714286,68.71428571428571,0.0,10.285714285714286,0.3785714285714282,6.042857142857131,6.60000000000001,71.03174603174618,9.414285714285702,75.6,12.35,65.8,69.4,0.0,10.6,0.3009999999999998,5.65999999999999,6.249999999999985,72.77777777777786,9.399999999999881
1,2010-08-07,73.0,0.0,64,68.0,0.0,8.0,0.0,7.6,8.0,2010,8,31,9.47,75.0,74.85714285714286,10.214285714285714,64.0,68.0,0.0,9.857142857142858,0.14999999999999966,6.799999999999989,7.228571428571439,69.84126984126999,9.427142857142846,75.3,12.05,65.5,69.2,0.0,10.3,0.3009999999999998,5.78999999999999,6.369999999999986,72.77777777777786,9.41099999999988
2,2010-08-07,75.0,21.5,63,67.0,0.0,10.0,0.0,7.1,7.5,2010,8,31,9.47,66.66666666666667,74.57142857142857,12.714285714285714,62.714285714285715,67.14285714285714,0.0,9.571428571428571,0.08142857142857109,7.228571428571418,7.60000000000001,67.0634920634922,9.437142857142845,75.1,11.85,65.2,68.9,0.0,10.1,0.2929999999999998,5.95999999999999,6.499999999999986,72.50000000000007,9.42199999999988
1,2010-08-08,78.0,5.0,67,70.0,0.0,13.0,0.08,9.3,9.9,2010,8,31,9.49,69.44444444444443,74.85714285714286,10.214285714285714,62.142857142857146,66.71428571428571,0.0,9.857142857142858,0.01142857142857109,8.042857142857132,8.414285714285723,64.68253968253983,9.449999999999987,75.3,12.05,64.8,68.6,0.0,10.3,0.2729999999999998,6.629999999999991,7.159999999999987,70.8333333333334,9.43299999999988
2,2010-08-08,79.0,25.5,66,70.0,0.0,14.0,0.05,8.6,9.3,2010,8,31,9.49,63.8888888888889,75.28571428571429,13.428571428571429,62.714285714285715,67.14285714285714,0.0,10.285714285714286,0.018571428571428232,7.757142857142846,8.185714285714296,65.07936507936522,9.459999999999985,75.6,12.35,64.4,68.3,0.0,10.6,0.11799999999999974,7.259999999999991,7.729999999999987,68.88888888888896,9.44399999999988
1,2010-08-09,80.0,7.0,71,74.0,0.0,15.0,0.15,4.1,7.1,2010,8,32,9.51,75.0,75.85714285714286,11.214285714285714,64.0,68.14285714285714,0.0,10.857142857142858,0.039999999999999654,6.985714285714274,7.800000000000011,67.0634920634922,9.472857142857128,75.9,12.65,64.3,68.4,0.0,10.9,0.08499999999999974,7.259999999999991,7.949999999999986,67.77777777777786,9.454999999999881
2,2010-08-09,82.0,28.5,69,73.0,0.0,17.0,0.0,4.4,6.5,2010,8,32,9.51,63.8888888888889,77.14285714285714,15.285714285714286,65.42857142857143,69.42857142857143,0.0,12.142857142857142,0.039999999999999654,6.714285714285703,7.800000000000011,67.4603174603176,9.48285714285713,76.5,13.25,64.1,68.4,0.0,11.5,0.027999999999999747,7.339999999999992,8.179999999999986,65.55555555555563,9.46599999999988
1,2010-08-10,82.0,9.0,71,74.0,0.0,17.0,0.0,4.4,4.9,2010,8,32,9.54,69.44444444444446,78.42857142857143,13.785714285714286,67.28571428571429,70.85714285714286,0.0,13.428571428571429,0.039999999999999654,6.4999999999999885,7.600000000000011,69.04761904761918,9.497142857142844,77.1,13.85,65.0,69.1,0.0,12.1,0.027999999999999747,6.7199999999999935,7.579999999999986,66.38888888888897,9.477999999999879
2,2010-08-10,83.0,29.5,71,74.0,0.0,18.0,0.0,5.5,5.9,2010,8,32,9.54,66.66666666666669,79.85714285714286,18.0,68.28571428571429,71.71428571428571,0.0,14.857142857142858,0.039999999999999654,6.199999999999989,7.300000000000011,67.85714285714299,9.507142857142842,77.8,14.55,65.9,69.8,0.0,12.8,0.027999999999999747,6.319999999999993,7.189999999999986,66.94444444444453,9.48999999999988
1,2010-08-11,83.0,10.0,70,74.0,0.0,18.0,0.0,4.2,6.0,2010,8,32,9.96,63.8888888888889,81.0,16.357142857142858,69.28571428571429,72.71428571428571,0.0,16.0,0.039999999999999654,5.785714285714275,7.085714285714297,67.4603174603176,9.577142857142844,78.8,15.55,67.0,70.8,0.0,13.8,0.027999999999999747,6.109999999999994,7.139999999999986,67.22222222222231,9.541999999999879
2,2010-08-11,84.0,30.5,69,74.0,0.0,19.0,0.0,5.2,7.4,2010,8,32,9.96,58.33333333333333,81.85714285714286,20.0,69.57142857142857,73.28571428571429,0.0,16.857142857142858,0.028571428571428224,5.199999999999989,6.72857142857144,65.873015873016,9.644285714285703,79.9,16.65,68.1,71.8,0.0,14.9,0.027999999999999747,6.039999999999994,7.249999999999988,67.22222222222231,9.59399999999988
1,2010-08-12,83.0,10.0,70,74.0,0.0,18.0,0.0,3.3,5.7,2010,8,32,9.98,63.8888888888889,82.42857142857143,17.785714285714285,70.14285714285714,73.85714285714286,0.0,17.428571428571427,0.021428571428571082,4.442857142857131,6.214285714285727,65.873015873016,9.714285714285705,80.9,17.65,68.7,72.4,0.0,15.9,0.027999999999999747,5.609999999999994,7.019999999999987,66.1111111111112,9.64499999999988
2,2010-08-12,82.0,28.5,69,74.0,0.0,17.0,0.0,3.3,5.7,2010,8,32,9.98,63.8888888888889,82.71428571428571,20.857142857142858,69.85714285714286,73.85714285714286,0.0,17.714285714285715,0.0,4.328571428571416,6.014285714285727,64.28571428571442,9.781428571428561,81.6,18.35,69.3,73.1,0.0,16.6,0.027999999999999747,5.229999999999993,6.839999999999987,65.83333333333343,9.69599999999988
1,2010-08-13,83.0,10.0,70,74.0,0.0,18.0,0.25,7.2,7.6,2010,8,32,10.01,63.8888888888889,82.85714285714286,18.214285714285715,70.0,74.0,0.0,17.857142857142858,0.03571428571428537,4.728571428571416,6.171428571428584,64.28571428571442,9.852857142857133,82.1,18.85,69.6,73.5,0.0,17.1,0.04499999999999975,5.019999999999993,6.609999999999987,65.27777777777787,9.747999999999882
2,2010-08-13,83.0,29.5,70,74.0,0.0,18.0,0.66,7.4,9.0,2010,8,32,10.01,63.8888888888889,83.0,21.142857142857142,69.85714285714286,74.0,0.0,18.0,0.12999999999999964,5.157142857142845,6.7571428571428696,63.49206349206362,9.919999999999991,82.5,19.25,70.0,73.9,0.0,17.5,0.10599999999999973,4.899999999999993,6.579999999999987,65.27777777777787,9.799999999999883
1,2010-08-14,80.0,8.0,69,73.0,0.0,15.0,0.0,3.6,5.0,2010,8,32,10.03,69.44444444444444,82.57142857142857,18.071428571428573,69.57142857142857,73.85714285714286,0.0,17.571428571428573,0.12999999999999964,4.885714285714274,6.628571428571441,63.88888888888902,9.989999999999993,82.5,19.35,69.8,73.8,0.0,17.5,0.09099999999999973,4.8499999999999925,6.369999999999987,64.72222222222231,9.851999999999883
2,2010-08-14,80.0,26.5,68,72.0,0.0,15.0,0.0,2.8,4.2,2010,8,32,10.03,66.66666666666666,82.14285714285714,20.428571428571427,69.28571428571429,73.57142857142857,0.0,17.142857142857142,0.12999999999999964,4.6857142857142735,6.371428571428585,64.28571428571442,9.999999999999991,82.3,19.15,69.7,73.7,0.0,17.3,0.09099999999999973,4.689999999999992,6.139999999999986,65.00000000000009,9.903999999999883
1,2010-08-15,75.0,3.0,62,67.0,0.0,10.0,0.0,8.1,8.8,2010,8,32,10.05,63.8888888888889,80.85714285714286,16.5,68.28571428571429,72.57142857142857,0.0,15.857142857142858,0.12999999999999964,5.099999999999987,6.5714285714285845,65.07936507936522,10.012857142857134,81.6,18.55,68.8,73.0,0.0,16.6,0.09099999999999973,5.059999999999993,6.529999999999985,64.44444444444454,9.954999999999881
2,2010-08-15,76.0,22.5,62,68.0,0.0,11.0,0.0,8.5,9.3,2010,8,32,10.05,61.11111111111113,79.85714285714286,18.285714285714285,67.14285714285714,71.71428571428571,0.0,14.857142857142858,0.12999999999999964,5.84285714285713,7.085714285714299,64.68253968253983,10.022857142857134,80.9,17.85,67.9,72.4,0.0,15.9,0.09099999999999973,5.359999999999993,6.869999999999985,63.888888888888985,10.005999999999881
1,2010-08-16,72.0,0.0,54,62.0,0.0,7.0,0.0,8.6,9.3,2010,8,33,10.48,49.99999999999999,78.42857142857143,14.214285714285714,65.0,70.0,0.0,13.428571428571429,0.12999999999999964,6.599999999999988,7.600000000000013,62.69841269841283,10.094285714285705,79.8,16.85,66.3,71.2,0.0,14.8,0.09099999999999973,5.799999999999993,7.199999999999984,62.50000000000009,10.057999999999883
2,2010-08-16,72.0,18.5,54,62.0,0.0,7.0,0.0,9.3,9.9,2010,8,33,10.48,49.99999999999999,76.85714285714286,15.428571428571429,62.714285714285715,68.28571428571429,0.0,11.857142857142858,0.09428571428571395,6.899999999999987,7.92857142857144,60.71428571428584,10.161428571428562,78.6,15.65,64.8,70.0,0.0,13.6,0.09099999999999973,6.209999999999992,7.449999999999984,61.66666666666676,10.109999999999882
1,2010-08-17,72.0,0.0,57,63.0,0.0,7.0,0.03,4.5,6.1,2010,8,33,10.5,58.33333333333333,75.28571428571429,11.214285714285714,60.857142857142854,66.71428571428571,0.0,10.285714285714286,0.004285714285713941,6.485714285714273,7.514285714285727,59.920634920635045,10.231428571428562,77.5,14.65,63.5,68.9,0.0,12.5,0.09399999999999974,6.329999999999993,7.489999999999983,61.1111111111112,10.161999999999882
2,2010-08-17,72.0,18.5,57,63.0,0.0,7.0,0.03,3.8,6.0,2010,8,33,10.5,58.33333333333333,74.14285714285714,12.714285714285714,59.142857142857146,65.28571428571429,0.0,9.142857142857142,0.008571428571428227,6.514285714285701,7.65714285714287,58.33333333333345,10.29857142857142,76.5,13.65,62.3,67.8,0.0,11.5,0.09699999999999974,6.379999999999993,7.519999999999984,60.55555555555564,10.213999999999881
1,2010-08-18,74.0,2.0,61,66.0,0.0,9.0,0.05,1.5,3.5,2010,8,33,10.53,63.8888888888889,73.28571428571429,9.214285714285714,58.142857142857146,64.42857142857143,0.0,8.285714285714286,0.01571428571428537,6.328571428571416,7.557142857142869,57.936507936508065,10.36999999999999,75.6,12.85,61.4,67.0,0.0,10.6,0.07699999999999974,5.8099999999999925,7.1099999999999834,60.55555555555564,10.265999999999881
2,2010-08-18,74.0,20.5,60,65.0,0.0,9.0,0.04,1.2,3.4,2010,8,33,10.53,61.111111111111114,73.14285714285714,11.714285714285714,57.857142857142854,64.14285714285714,0.0,8.142857142857142,0.021428571428571082,5.34285714285713,6.785714285714298,57.53968253968266,10.43857142857142,74.7,11.95,60.4,66.1,0.0,9.7,0.014999999999999736,5.189999999999992,6.549999999999985,60.277777777777864,10.31799999999988
1,2010-08-19,77.0,6.0,65,69.0,0.0,12.0,0.0,4.6,5.0,2010,8,33,10.55,66.66666666666666,73.28571428571429,9.357142857142858,58.285714285714285,64.28571428571429,0.0,8.285714285714286,0.021428571428571082,4.785714285714273,6.171428571428584,58.33333333333344,10.509999999999991,74.4,11.75,60.0,65.7,0.0,9.4,0.014999999999999736,5.289999999999993,6.549999999999985,60.00000000000008,10.36999999999988
2,2010-08-19,78.0,24.5,63,69.0,0.0,13.0,0.0,4.6,5.5,2010,8,33,10.55,58.33333333333333,74.14285714285714,12.857142857142858,59.57142857142857,65.28571428571429,0.0,9.142857142857142,0.021428571428571082,4.214285714285702,5.628571428571441,59.52380952380963,10.51999999999999,74.2,11.55,59.5,65.4,0.0,9.2,0.014999999999999736,5.4699999999999935,6.679999999999984,59.16666666666676,10.42199999999988
1,2010-08-20,82.0,11.0,68,72.0,0.0,17.0,0.03,10.5,11.2,2010,8,33,10.58,61.111111111111114,75.57142857142857,11.785714285714286,61.57142857142857,66.71428571428571,0.0,10.571428571428571,0.025714285714285367,4.385714285714274,5.814285714285728,61.111111111111214,10.534285714285703,74.9,12.35,60.1,65.9,0.0,9.9,0.017999999999999735,5.709999999999993,6.919999999999985,58.88888888888897,10.47499999999988
2,2010-08-20,84.0,30.5,66,71.0,0.0,19.0,0.0,10.0,10.5,2010,8,33,10.58,49.999999999999986,77.28571428571429,16.142857142857142,62.857142857142854,67.85714285714286,0.0,12.285714285714286,0.021428571428571082,5.171428571428559,6.442857142857156,59.92063492063503,10.545714285714274,75.7,13.15,60.5,66.2,0.0,10.7,0.017999999999999735,5.859999999999994,7.039999999999985,57.777777777777864,10.527999999999881
1,2010-08-21,79.0,8.0,69,72.0,0.0,14.0,0.45,2.6,6.0,2010,8,33,10.6,72.22222222222224,78.28571428571429,14.642857142857142,64.57142857142857,69.14285714285714,0.0,13.285714285714286,0.08142857142857109,4.9999999999999885,6.442857142857156,61.90476190476202,10.559999999999988,76.4,13.95,62.0,67.2,0.0,11.4,0.06299999999999974,5.259999999999994,6.709999999999985,60.00000000000009,10.53999999999988
2,2010-08-21,79.0,25.5,68,71.0,0.0,14.0,0.59,2.6,5.2,2010,8,33,10.6,69.44444444444446,79.0,18.0,65.57142857142857,69.85714285714286,0.0,14.0,0.1585714285714282,5.157142857142846,6.685714285714299,62.69841269841281,10.569999999999988,77.1,14.65,63.4,68.1,0.0,12.1,0.12199999999999973,4.589999999999994,6.239999999999986,61.944444444444535,10.551999999999879
1,2010-08-22,75.0,4.0,64,67.0,0.0,10.0,0.0,7.9,8.5,2010,8,33,10.63,69.44444444444444,79.14285714285714,15.642857142857142,66.14285714285714,70.14285714285714,0.0,14.142857142857142,0.1528571428571425,6.114285714285702,7.414285714285728,63.88888888888899,10.5842857142857,77.4,15.05,64.1,68.5,0.0,12.4,0.11899999999999973,4.9299999999999935,6.479999999999987,63.05555555555564,10.564999999999879
2,2010-08-22,74.0,20.5,64,68.0,0.0,9.0,0.0,9.4,10.3,2010,8,33,10.63,72.22222222222223,78.71428571428571,17.714285714285715,66.0,70.0,0.0,13.714285714285714,0.1528571428571425,6.799999999999988,8.171428571428587,64.6825396825398,10.595714285714271,77.6,15.25,64.8,69.0,0.0,12.6,0.11599999999999973,5.489999999999993,6.909999999999987,64.44444444444454,10.577999999999879
1,2010-08-23,73.0,2.0,63,67.0,0.0,8.0,0.0,6.0,7.3,2010,8,34,10.66,72.22222222222223,78.0,14.5,66.0,69.71428571428571,0.0,13.0,0.1528571428571425,6.999999999999988,8.428571428571443,66.6666666666668,10.611428571428558,77.5,15.25,65.0,69.1,0.0,12.5,0.11099999999999972,5.939999999999993,7.289999999999987,65.27777777777787,10.590999999999877
2,2010-08-23,73.0,19.5,63,67.0,0.0,8.0,0.0,6.9,8.1,2010,8,34,10.66,72.22222222222223,76.71428571428571,15.714285714285714,65.28571428571429,69.0,0.0,11.714285714285714,0.1485714285714282,6.485714285714273,7.985714285714299,68.2539682539684,10.622857142857129,77.4,15.15,65.3,69.3,0.0,12.4,0.10699999999999972,6.509999999999994,7.759999999999986,66.38888888888899,10.603999999999877
1,2010-08-24,74.0,3.0,62,66.0,0.0,9.0,0.0,1.2,5.8,2010,8,34,10.69,66.66666666666669,75.28571428571429,11.785714285714286,64.71428571428571,68.28571428571429,0.0,10.285714285714286,0.1485714285714282,5.228571428571416,7.3142857142857265,70.63492063492079,10.638571428571414,77.1,14.85,65.0,69.0,0.0,12.1,0.10699999999999972,6.169999999999994,7.839999999999985,66.388888888889,10.617999999999878
2,2010-08-24,75.0,21.5,61,66.0,0.0,10.0,0.0,2.4,5.3,2010,8,34,10.69,61.111111111111114,74.71428571428571,13.714285714285714,63.57142857142857,67.42857142857143,0.0,9.714285714285714,0.08428571428571392,5.199999999999988,7.214285714285727,69.0476190476192,10.651428571428557,76.8,14.55,64.8,68.7,0.0,11.8,0.10699999999999972,5.949999999999994,7.819999999999984,66.66666666666677,10.631999999999877
1,2010-08-25,70.0,0.0,51,59.0,0.0,5.0,0.0,9.8,10.3,2010,8,34,10.71,47.22222222222222,73.42857142857143,10.071428571428571,61.142857142857146,65.71428571428571,0.0,8.428571428571429,0.0,6.228571428571416,7.942857142857155,65.87301587301602,10.667142857142844,75.6,13.45,63.1,67.4,0.0,10.6,0.10399999999999972,5.879999999999994,7.729999999999984,65.27777777777787,10.644999999999879
2,2010-08-25,71.0,17.5,50,59.0,0.0,6.0,0.0,9.4,9.9,2010,8,34,10.71,41.66666666666666,72.85714285714286,12.0,59.142857142857146,64.57142857142857,0.0,7.857142857142857,0.0,6.442857142857131,8.142857142857155,61.90476190476204,10.678571428571416,74.3,12.15,61.5,66.2,0.0,9.3,0.10399999999999972,5.819999999999995,7.669999999999985,64.44444444444454,10.657999999999877
1,2010-08-26,69.0,-1.0,52,59.0,0.0,4.0,0.0,0.8,5.2,2010,8,34,10.74,52.77777777777777,72.14285714285714,8.928571428571429,57.42857142857143,63.285714285714285,0.0,7.142857142857143,0.0,5.214285714285702,7.414285714285727,59.12698412698426,10.694285714285702,73.3,11.25,59.8,64.9,0.0,8.3,0.05899999999999972,5.639999999999994,7.589999999999985,62.50000000000008,10.671999999999878
2,2010-08-26,70.0,16.5,52,59.0,0.0,5.0,0.0,1.9,6.1,2010,8,34,10.74,50.0,71.71428571428571,11.0,55.857142857142854,62.142857142857146,0.0,6.714285714285714,0.0,4.628571428571417,7.242857142857156,55.952380952381084,10.705714285714274,72.4,10.35,58.2,63.7,0.0,7.4,0.0,5.569999999999994,7.679999999999984,60.555555555555635,10.685999999999877
1,2010-08-27,73.0,3.0,56,63.0,0.0,8.0,0.0,8.6,9.0,2010,8,34,10.77,52.777777777777786,71.71428571428571,8.642857142857142,54.857142857142854,61.57142857142857,0.0,6.714285714285714,0.0,4.8714285714285595,7.371428571428585,53.174603174603305,10.721428571428559,72.2,10.25,57.4,63.3,0.0,7.2,0.0,5.639999999999994,7.729999999999984,58.88888888888897,10.699999999999878
2,2010-08-27,72.0,18.5,53,61.0,0.0,7.0,0.0,5.8,6.6,2010,8,34,10.77,47.222222222222214,71.42857142857143,10.857142857142858,53.57142857142857,60.857142857142854,0.0,6.428571428571429,0.0,5.528571428571416,7.4857142857143,50.39682539682553,10.73285714285713,72.0,10.05,56.3,62.6,0.0,7.0,0.0,5.279999999999994,7.3599999999999834,56.38888888888896,10.713999999999878
1,2010-08-28,77.0,7.0,54,63.0,0.0,12.0,0.0,10.5,10.8,2010,8,34,10.79,36.11111111111111,71.71428571428571,8.785714285714286,52.57142857142857,60.42857142857143,0.0,6.714285714285714,0.0,6.6857142857142735,8.271428571428586,46.82539682539694,10.747142857142844,72.4,10.55,55.4,62.2,0.0,7.4,0.0,5.729999999999994,7.709999999999984,52.77777777777785,10.72699999999988
2,2010-08-28,76.0,22.5,50,61.0,0.0,11.0,0.0,7.6,7.8,2010,8,34,10.79,27.777777777777786,72.57142857142857,12.0,52.42857142857143,60.714285714285715,0.0,7.571428571428571,0.0,6.371428571428559,7.91428571428573,44.047619047619165,10.758571428571413,72.7,10.85,54.1,61.6,0.0,7.7,0.0,5.799999999999994,7.679999999999984,48.333333333333414,10.739999999999878
1,2010-08-29,83.0,13.0,66,71.0,0.0,18.0,0.0,10.6,11.4,2010,8,34,10.82,52.777777777777786,74.28571428571429,11.357142857142858,54.714285714285715,62.42857142857143,0.0,9.285714285714286,0.0,6.54285714285713,8.128571428571444,45.63492063492075,10.774285714285696,73.6,11.85,54.5,62.1,0.0,8.6,0.0,6.739999999999993,8.239999999999984,46.94444444444452,10.752999999999878
2,2010-08-29,83.0,29.5,63,69.0,0.0,18.0,0.0,7.6,7.7,2010,8,34,10.82,44.44444444444446,76.28571428571429,15.714285714285714,56.285714285714285,63.857142857142854,0.0,11.285714285714286,0.0,7.514285714285703,8.4857142857143,44.444444444444564,10.785714285714267,74.4,12.65,54.7,62.4,0.0,9.4,0.0,7.259999999999993,8.479999999999986,45.27777777777785,10.765999999999877
1,2010-08-30,81.0,11.0,67,72.0,0.0,16.0,0.0,14.1,14.5,2010,8,35,10.84,61.1111111111111,77.85714285714286,14.928571428571429,58.42857142857143,65.71428571428571,0.0,12.857142857142858,0.0,9.257142857142844,9.685714285714301,46.031746031746145,10.799999999999983,75.5,13.75,56.3,63.7,0.0,10.5,0.0,7.689999999999992,8.899999999999986,46.666666666666735,10.778999999999877
2,2010-08-30,81.0,27.5,65,70.0,0.0,16.0,0.0,10.2,10.5,2010,8,35,10.84,55.55555555555554,79.0,18.428571428571427,59.714285714285715,66.71428571428571,0.0,14.0,0.0,9.485714285714275,9.900000000000016,46.428571428571544,10.809999999999985,76.5,14.75,57.8,64.8,0.0,11.5,0.0,7.769999999999992,8.959999999999985,48.05555555555562,10.791999999999877
1,2010-08-31,84.0,15.0,68,73.0,0.0,19.0,0.0,14.7,15.0,2010,8,35,10.87,55.55555555555554,80.71428571428571,17.928571428571427,61.857142857142854,68.42857142857143,0.0,15.714285714285714,0.0,10.757142857142847,11.100000000000017,47.61904761904773,10.824285714285699,78.0,16.35,59.4,66.2,0.0,13.0,0.0,9.159999999999993,9.939999999999985,48.3333333333334,10.804999999999877
2,2010-08-31,84.0,30.5,67,72.0,0.0,19.0,0.0,12.0,12.2,2010,8,35,10.87,52.77777777777776,81.71428571428571,21.285714285714285,63.714285714285715,69.71428571428571,0.0,16.714285714285715,0.0,10.97142857142856,11.300000000000017,50.000000000000114,10.835714285714273,79.4,17.75,60.9,67.5,0.0,14.4,0.0,10.169999999999991,10.549999999999986,48.61111111111118,10.817999999999879
1,2010-09-01,76.0,8.0,68,70.0,0.0,11.0,0.17,6.2,7.3,2010,9,35,10.9,77.77777777777779,81.71428571428571,19.214285714285715,66.28571428571429,71.0,0.0,16.714285714285715,0.02428571428571392,10.771428571428562,11.228571428571446,57.14285714285726,10.85142857142856,79.7,18.25,62.1,68.2,0.0,14.7,0.016999999999999724,9.929999999999993,10.379999999999985,51.111111111111185,10.830999999999879
2,2010-09-01,76.0,22.5,66,70.0,0.0,11.0,0.14,5.8,6.9,2010,9,35,10.9,72.22222222222223,80.71428571428571,20.571428571428573,66.28571428571429,70.85714285714286,0.0,15.714285714285714,0.04428571428571393,10.085714285714277,10.585714285714303,59.92063492063504,10.862857142857134,80.1,18.65,63.4,69.1,0.0,15.1,0.03099999999999973,9.929999999999993,10.409999999999986,53.611111111111185,10.84399999999988
1,2010-09-02,74.0,6.0,68,70.0,0.0,9.0,1.55,5.6,6.9,2010,9,35,10.92,83.33333333333334,79.42857142857143,17.214285714285715,67.0,71.0,0.0,14.428571428571429,0.2657142857142854,9.799999999999992,10.47142857142859,65.4761904761906,10.877142857142847,79.8,18.55,64.8,69.8,0.0,14.8,0.18599999999999972,9.439999999999992,10.019999999999987,58.333333333333414,10.85699999999988
2,2010-09-02,75.0,21.5,67,70.0,0.0,10.0,0.92,7.0,7.9,2010,9,35,10.92,77.77777777777777,78.57142857142857,18.714285714285715,67.0,70.71428571428571,0.0,13.571428571428571,0.3971428571428568,8.785714285714276,9.528571428571448,67.85714285714299,10.888571428571419,79.7,18.45,66.5,70.7,0.0,14.7,0.2779999999999997,9.379999999999992,10.029999999999989,63.333333333333414,10.86999999999988
1,2010-09-03,63.0,-5.0,52,57.0,2.0,0.0,0.0,15.3,15.7,2010,9,35,10.95,69.44444444444444,76.0,14.071428571428571,65.14285714285714,68.85714285714286,0.2857142857142857,11.285714285714286,0.3971428571428568,9.514285714285705,10.27142857142859,69.84126984126998,10.904285714285704,77.7,16.65,65.1,69.3,0.2,12.9,0.2779999999999997,9.849999999999993,10.459999999999988,65.00000000000009,10.882999999999878
2,2010-09-03,65.0,11.5,51,57.0,0.0,0.0,0.0,15.7,16.1,2010,9,35,10.95,61.11111111111112,73.28571428571429,13.571428571428571,62.714285714285715,66.57142857142857,0.2857142857142857,8.571428571428571,0.3971428571428568,9.657142857142848,10.428571428571448,70.63492063492076,10.915714285714275,75.9,14.85,63.9,68.1,0.2,11.1,0.2779999999999997,10.659999999999993,11.299999999999986,66.66666666666674,10.895999999999878
1,2010-09-04,60.0,-8.0,44,51.0,5.0,0.0,0.0,11.3,11.9,2010,9,35,10.98,55.555555555555564,69.85714285714286,8.071428571428571,59.42857142857143,63.57142857142857,1.0,5.857142857142857,0.3971428571428568,9.557142857142848,10.385714285714306,71.03174603174617,10.93142857142856,73.8,12.95,61.6,66.0,0.7,9.5,0.2779999999999997,10.379999999999994,11.039999999999988,66.11111111111119,10.90999999999988
2,2010-09-04,60.0,6.5,43,51.0,5.0,0.0,0.0,11.3,11.9,2010,9,35,10.98,52.777777777777786,67.57142857142857,7.857142857142857,55.857142857142854,60.857142857142854,1.7142857142857142,4.285714285714286,0.3728571428571425,10.285714285714276,11.042857142857164,67.4603174603176,10.942857142857132,71.7,10.85,59.4,64.1,1.2,7.9,0.2779999999999997,10.489999999999993,11.179999999999989,65.83333333333341,10.923999999999879
1,2010-09-05,63.0,-4.0,50,56.0,2.0,0.0,0.0,7.9,9.0,2010,9,35,11.0,63.888888888888886,65.71428571428571,4.071428571428571,53.57142857142857,58.857142857142854,2.0,2.7142857142857144,0.3528571428571425,10.585714285714277,11.342857142857165,66.2698412698414,10.957142857142845,69.6,8.95,57.6,62.4,1.4,6.0,0.2779999999999997,9.809999999999993,10.579999999999988,66.66666666666676,10.936999999999879
2,2010-09-05,65.0,11.5,48,56.0,0.0,0.0,0.0,7.2,8.0,2010,9,35,11.0,52.777777777777786,64.42857142857143,4.857142857142857,50.714285714285715,56.857142857142854,2.0,1.4285714285714286,0.13142857142857106,10.814285714285706,11.50000000000002,61.904761904762026,10.968571428571417,67.7,7.05,55.7,60.8,1.4,4.1,0.2779999999999997,9.329999999999995,10.159999999999988,66.66666666666677,10.949999999999878
1,2010-09-06,74.0,7.0,52,61.0,0.0,9.0,0.0,14.2,14.9,2010,9,36,11.03,38.8888888888889,64.28571428571429,2.7857142857142856,48.57142857142857,55.57142857142857,2.0,1.2857142857142858,0.0,11.842857142857136,12.50000000000002,56.349206349206476,10.984285714285702,67.5,6.95,54.1,59.9,1.4,3.9,0.26099999999999973,10.129999999999994,10.91999999999999,62.77777777777787,10.962999999999877
2,2010-09-06,76.0,22.5,50,60.0,0.0,11.0,0.0,13.8,14.3,2010,9,36,11.03,27.777777777777786,66.14285714285714,6.714285714285714,48.285714285714285,56.0,1.7142857142857142,2.857142857142857,0.0,11.628571428571421,12.30000000000002,50.39682539682552,10.995714285714273,67.5,6.95,52.5,58.9,1.4,3.9,0.24699999999999972,10.929999999999994,11.659999999999988,58.33333333333344,10.975999999999877
1,2010-09-07,68.0,1.0,49,58.0,0.0,3.0,0.0,17.4,18.8,2010,9,36,11.06,47.22222222222222,66.57142857142857,5.214285714285714,48.0,56.142857142857146,1.7142857142857142,3.2857142857142856,0.0,11.871428571428565,12.685714285714303,48.41269841269853,11.011428571428558,66.9,6.45,50.6,57.7,1.4,3.3,0.09199999999999971,12.109999999999994,12.849999999999989,54.72222222222232,10.989999999999878
