nummosquitos,cool_7,heat_10,species_CULEX PIPIENS,weekofyear,dewpoint_10,species_CULEX RESTUANS,resultspeed,wnvpresencefreq,close_to_top_traps,wnvpresent
1,7.0,3.9,0,38,47.6,0,3.5,0.0,1.4419230769230769,0
5,7.0,3.9,0,38,47.6,0,3.5,0.0,1.8805555555555555,0
2,7.0,3.9,0,38,47.6,0,3.5,0.0,2.776923076923077,0
2,7.0,3.9,0,38,47.6,0,3.5,0.0,2.776923076923077,0
1,7.0,3.9,1,38,47.6,0,3.5,0.0,3.125,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,1.8805555555555555,0
7,7.0,3.9,1,38,47.6,0,3.5,0.0,2.9,0
15,7.0,3.9,0,38,47.6,0,3.5,0.0,0.7472222222222222,0
5,7.0,3.9,1,38,47.6,0,3.5,0.0,0.7472222222222222,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,0.7472222222222222,0
4,7.0,3.9,0,38,47.6,0,3.5,0.0,2.9,0
389,7.0,3.9,0,38,47.6,0,3.5,0.0,1.416923076923077,0
4,7.0,3.9,0,38,47.6,1,3.5,0.0,1.416923076923077,0
968,7.0,3.9,1,38,47.6,0,3.5,0.0018148820326678765,1.416923076923077,1
21,7.0,3.9,0,38,47.6,0,3.5,0.0,1.8805555555555555,0
60,7.0,3.9,1,38,47.6,0,3.5,0.0,1.8805555555555555,0
2,7.0,3.9,0,38,47.6,0,3.5,0.0,1.8805555555555555,0
8,7.0,3.9,0,38,47.6,0,3.5,0.0,0.7887286324786325,0
11,7.0,3.9,1,38,47.6,0,3.5,0.0,0.7887286324786325,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,1.4419230769230769,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,1.4419230769230769,0
5,7.0,3.9,0,38,47.6,0,3.5,0.0,1.4419230769230769,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,1.4419230769230769,0
2,7.0,3.9,0,38,47.6,0,3.5,0.0,0.7887286324786325,0
2,7.0,3.9,1,38,47.6,0,3.5,0.0,0.7887286324786325,0
4,7.0,3.9,0,38,47.6,0,3.5,0.0,0.7887286324786325,0
2,7.0,3.9,1,38,47.6,0,3.5,0.0,1.4419230769230769,0
5,7.0,3.9,0,38,47.6,0,3.5,0.0,0.7887286324786325,0
5,7.0,3.9,1,38,47.6,0,3.5,0.0,0.7887286324786325,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,2.526923076923077,0
2,7.0,3.9,0,38,47.6,0,3.5,0.0,1.4419230769230769,0
2,7.0,3.9,1,38,47.6,0,3.5,0.0,1.4419230769230769,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,1.4419230769230769,0
7,7.0,3.9,1,38,47.6,0,3.5,0.0,1.4419230769230769,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,1.8805555555555555,0
6,7.0,3.9,0,38,47.6,0,3.5,0.0,0.7887286324786325,0
2,7.0,3.9,1,38,47.6,0,3.5,0.0,0.7887286324786325,0
1,7.0,3.9,0,38,47.6,1,3.5,0.0,1.3,0
2,7.0,3.9,1,38,47.6,0,3.5,0.0,1.3,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,1.3,0
1,7.0,3.9,0,38,47.6,0,3.5,0.0,3.125,0
3,7.0,3.9,1,38,47.6,0,3.5,0.0,0.7887286324786325,0
11,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.4,0
5,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.4,0
3,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.4,0
2,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.4,0
7,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.1,0
2,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.1,0
14,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.011111111111111,0
4,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.011111111111111,0
3,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
17,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.526923076923077,0
51,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.526923076923077,0
3,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.1,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.1,0
10,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.5269230769230773,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.526923076923077,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.526923076923077,0
2,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.1,0
3,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.3,0
20,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.3,0
9,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
17,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
2,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.526923076923077,0
7,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.526923076923077,0
3,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.4,0
4,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.1,0
3,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.1,0
12,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,0.6699346405228758,0
34,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,0.6699346405228758,0
3,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.1,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.9,0
7,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
8,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,0.6699346405228758,0
4,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,0.6699346405228758,0
2,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.8805555555555555,0
7,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.8805555555555555,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
2,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.4,0
9,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
3,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
12,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.526923076923077,0
3,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.526923076923077,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.526923076923077,0
2,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.4,0
6,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.4,0
6,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.1,0
2,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.1,0
12,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
5,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.416923076923077,0
6,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.4,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.4,0
6,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,0.6699346405228758,0
5,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,0.6699346405228758,0
2,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
2,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
5,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.9,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.9,0
2,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
2,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
15,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
9,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,3.125,0
17,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.9,0
5,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.3,0
4,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.3,0
6,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.3,0
11,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.3,0
3,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.3,0
8,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.3,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.8805555555555555,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.8805555555555555,0
3,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.776923076923077,0
2,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.4419230769230769,0
6,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.4419230769230769,0
6,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.8805555555555555,0
5,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.8805555555555555,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.8805555555555555,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.8805555555555555,0
4,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,2.9,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.9,0
100,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.416923076923077,0
527,7.142857142857142,0.2,1,39,54.9,0,10.0,0.003629764065335753,1.416923076923077,1
4,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.8805555555555555,0
6,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.8805555555555555,0
7,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.4419230769230769,0
10,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.4419230769230769,0
4,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,2.526923076923077,0
5,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.4419230769230769,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.4419230769230769,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.4419230769230769,0
6,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.4419230769230769,0
12,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.8805555555555555,0
6,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,1.8805555555555555,0
19,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,0.7887286324786325,0
1,7.142857142857142,0.2,0,39,54.9,1,10.0,0.0,0.7887286324786325,0
15,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,0.7887286324786325,0
1,7.142857142857142,0.2,0,39,54.9,0,10.0,0.0,1.3,0
1,7.142857142857142,0.2,1,39,54.9,0,10.0,0.0,3.125,0
158,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,1.416923076923077,0
7,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,1.8805555555555555,0
1,7.857142857142858,0.2,0,39,56.2,1,7.3,0.0,1.8805555555555555,0
9,7.857142857142858,0.2,1,39,56.2,0,7.3,0.0,1.8805555555555555,0
27,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,0.7887286324786325,0
53,7.857142857142858,0.2,1,39,56.2,0,7.3,0.0,0.7887286324786325,0
1,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,0.7887286324786325,0
1,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,1.4419230769230769,0
1,7.857142857142858,0.2,1,39,56.2,0,7.3,0.0,1.4419230769230769,0
9,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,1.4419230769230769,0
24,7.857142857142858,0.2,1,39,56.2,0,7.3,0.0,1.4419230769230769,0
1,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,1.4419230769230769,0
3,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,0.7887286324786325,0
3,7.857142857142858,0.2,1,39,56.2,0,7.3,0.0,0.7887286324786325,0
14,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,0.7887286324786325,0
10,7.857142857142858,0.2,1,39,56.2,0,7.3,0.0,0.7887286324786325,0
10,7.857142857142858,0.2,0,39,56.2,0,7.3,0.0,0.7887286324786325,0
1,7.857142857142858,0.2,1,39,56.2,0,7.3,0.0,0.7887286324786325,0
7,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.4,0
8,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.4,0
26,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.4,0
15,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.4,0
6,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.4,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.4,0
1,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.4,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.4,0
2,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.1,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.1,0
25,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.011111111111111,0
14,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.011111111111111,0
8,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
1,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.526923076923077,0
8,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.526923076923077,0
5,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.526923076923077,0
6,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.1,0
1,2.142857142857143,0.2,0,40,54.0,1,4.6,0.0,2.1,0
9,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.1,0
5,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.1,0
21,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.5269230769230773,0
1,2.142857142857143,0.2,0,40,54.0,1,4.6,0.0,2.5269230769230773,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.1,0
2,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.1,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.3,0
16,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.3,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.3,0
10,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
12,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
1,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.526923076923077,0
30,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.4,0
10,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.4,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.1,0
2,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.1,0
17,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,0.6699346405228758,0
13,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,0.6699346405228758,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.1,0
4,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
1,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.9,0
9,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
6,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,0.6699346405228758,0
7,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,0.6699346405228758,0
4,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.8805555555555555,0
4,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.8805555555555555,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
4,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
7,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
2,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.4,0
2,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.4,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
1,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
8,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.526923076923077,0
1,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.526923076923077,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.4,0
5,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.4,0
7,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.526923076923077,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.526923076923077,0
5,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.1,0
1,2.142857142857143,0.2,0,40,54.0,1,4.6,0.0,2.1,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.1,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
9,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.416923076923077,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.416923076923077,0
14,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.4,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.4,0
1,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
1,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,0.6699346405228758,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
14,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
2,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.9,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.9,0
33,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
7,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
8,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
2,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
5,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.9,0
12,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0018148820326678765,2.9,1
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.9,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.9,0
13,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.3,0
29,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.3,0
3,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.3,0
31,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.3,0
1,2.142857142857143,0.2,0,40,54.0,1,4.6,0.0,1.3,0
30,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.3,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.3,0
11,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.3,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.3,0
7,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.526923076923077,0
8,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.526923076923077,0
4,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.3,0
2,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.3,0
4,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,0.7472222222222222,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,0.7472222222222222,0
7,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.8805555555555555,0
3,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.8805555555555555,0
2,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
2,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.776923076923077,0
1,2.142857142857143,0.2,0,40,54.0,1,4.6,0.0,2.776923076923077,0
4,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.776923076923077,0
1,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.8805555555555555,0
4,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.4419230769230769,0
1,2.142857142857143,0.2,0,40,54.0,1,4.6,0.0,1.4419230769230769,0
4,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.4419230769230769,0
15,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.8805555555555555,0
1,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.776923076923077,0
7,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.776923076923077,0
5,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,3.125,0
6,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
6,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.9,0
17,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.9,0
4,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.9,0
23,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,0.7472222222222222,0
27,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,0.7472222222222222,0
10,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,2.9,0
2,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,2.9,0
1,2.142857142857143,0.2,0,40,54.0,1,4.6,0.0,1.416923076923077,0
2,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.416923076923077,0
2,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.4419230769230769,0
12,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.4419230769230769,0
2,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.8805555555555555,0
10,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,1.8805555555555555,0
15,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,0.7887286324786325,0
11,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,0.7887286324786325,0
5,2.142857142857143,0.2,0,40,54.0,0,4.6,0.0,1.3,0
8,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0018148820326678765,1.3,1
2,2.142857142857143,0.2,1,40,54.0,0,4.6,0.0,3.125,0
55,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,1.416923076923077,0
104,8.571428571428571,0.3,1,41,60.3,0,12.1,0.0,1.416923076923077,0
9,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,1.8805555555555555,0
23,8.571428571428571,0.3,1,41,60.3,0,12.1,0.0,1.8805555555555555,0
7,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,0.7887286324786325,0
18,8.571428571428571,0.3,1,41,60.3,0,12.1,0.0,0.7887286324786325,0
4,8.571428571428571,0.3,1,41,60.3,0,12.1,0.0,1.4419230769230769,0
18,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,1.4419230769230769,0
19,8.571428571428571,0.3,1,41,60.3,0,12.1,0.0,1.4419230769230769,0
3,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,1.4419230769230769,0
34,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,0.7887286324786325,0
22,8.571428571428571,0.3,1,41,60.3,0,12.1,0.0,0.7887286324786325,0
6,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,0.7887286324786325,0
1,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,1.4419230769230769,0
3,8.571428571428571,0.3,1,41,60.3,0,12.1,0.0,1.4419230769230769,0
1,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,0.7887286324786325,0
3,8.571428571428571,0.3,1,41,60.3,0,12.1,0.0,0.7887286324786325,0
1,8.571428571428571,0.3,0,41,60.3,0,12.1,0.0,0.7887286324786325,0
1,8.571428571428571,0.3,1,41,60.3,0,12.1,0.0,0.7887286324786325,0
1,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,3.4,0
1,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,2.1,0
1,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,2.1,0
2,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,2.526923076923077,0
3,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,2.526923076923077,0
2,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,2.526923076923077,0
21,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,1.3,0
7,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,1.3,0
2,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,2.526923076923077,0
5,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,3.4,0
1,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,3.4,0
13,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,0.6699346405228758,0
8,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,0.6699346405228758,0
1,0.42857142857142855,2.7,1,22,50.7,0,6.8,0.0,0.6699346405228758,0
2,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,2.9,0
1,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,3.125,0
5,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,3.125,0
1,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,3.4,0
1,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,3.125,0
1,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,2.9,0
8,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,1.8805555555555555,0
1,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,1.8805555555555555,0
3,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,3.125,0
1,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,1.4419230769230769,0
2,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,3.125,0
3,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,1.8805555555555555,0
2,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,2.9,0
1,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,0.7472222222222222,0
1,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,2.9,0
2,0.42857142857142855,2.7,0,22,50.7,0,6.8,0.0,1.416923076923077,0
1,0.42857142857142855,2.7,0,22,50.7,1,6.8,0.0,1.416923076923077,0
1,0.42857142857142855,2.7,1,22,50.7,0,6.8,0.0,1.416923076923077,0
